Username,Date,Content
@alfred_lud,"Aug 14, 2022","Viendo como juega el Levante de Nafti y el partido de ayer del Real Zaragoza, o cambia mucho el planteamiento del tunecino o el partido de la semana que viene apunta a otro soporífero 0-0
Levante Al Día 🇱🇮"
@Levante_Al_Dia_,"Aug 14, 2022","Replying to 
@Levante_Al_Dia_
A mí no me preocupa porque es un partido y creo que hay buena plantilla aunque obviamente mejoraría la defensa y un delantero más, pero me preocupará si se convierte en tendencia o si no veo autocrítica ni reacción en Nafti.
Zaragoza y Tenerife partidos interesantes.
ElDesmarque Levante"
@ElDesmarque_LUD,"Aug 13, 2022","Nafti sentencia a Dani Gómez y Vezo: ""mentalmente no están para competir” https://eldesmarque.com/valencia/levante-ud/noticias-2/364377-nafti-dani-gomez-y-vezo-mentalmente-no-estan-para-competir
Iván Díaz 🇺🇦🏴󠁧󠁢󠁳󠁣󠁴󠁿🇲🇰"
@IvanDiaz_58,"Aug 13, 2022","Replying to 
@Nacho_21__
 and 
@TorresErwerle
Estás describiendo al Levante de Mehdi Nafti.
Goazen Eibar"
@GoazenEibar,"Aug 13, 2022","Replying to 
@ViveSegunda
3 Jornadas tardó el Eibar la temporada pasada. Siempre hay que vigilar los equipos entrenados por Nafti y más si es un Levante !
cartagonova 22🇪🇦"
@Viking_Frodo197,"Aug 13, 2022","Replying to 
@Nortes_Fran
El levante aburre a las ovejas nafti VS ziganda que esperar un empate pues eso
Levante UE ND"
@Levante_ND,"Aug 13, 2022","Nafti: ""no puedo pedir más a los chicos en una primera jornada"" via http://ndeportivos.com https://ift.tt/yL2G9e7
FaroIillo Levante"
@Farolillo_LevUD,"Aug 13, 2022","Replying to 
@Farolillo_LevUD
Sobre las posibles salidas:
Campaña y De Frutos, convocados pero sin minutos.
Según Nafti en rueda de prensa, Vezo y Dani Gómez se han quedado fuera de la convocatoria por ""no estar mentalmente para competir."" Sin comentarios🤬
FaroIillo Levante"
@Farolillo_LevUD,"Aug 13, 2022","Replying to 
@Farolillo_LevUD
Lástima la lesión de Sarachi, y la expulsión al final de Brugui.
Sobre Nafti: No entiendo porque insiste tanto con 3 centrales. El equipo no da muestras de estar más seguro atrás, y desaprovechas a los extremos.
Levante Edits"
@LevanteEdits,"Aug 13, 2022","Imagínate las ganas de estar aquí que tienen Vezo y Dani Gómez para que Nafti diga que mentalmente no están para ser convocados, mientras se lleva al partido a Campaña y De Frutos.


Vive LaLiga SmartBank"
