Username,Date,Content
@TribunaAlbacete,"Sep 11, 2023","Rubén Albés: «Lo que ha pasado hace daño a la liga» https://latribunadealbacete.es/noticia/z0070a59b-c687-9c30-2ad72f81b08843d2/202309/ruben-albes-lo-que-ha-pasado-hace-dano-a-la-liga
AlbaceteFilia 🧠"
@AlbaceteFilia,"Sep 10, 2023","Replying to 
@AvilaXisco
 
@MarioJimenezB_
 and 3 others
Te equivocas, no conoces a Ruben Albés
Alerta News"
@AlertaMinuto,"Sep 10, 2023","""Lo que ha pasado hoy hace daño a la Liga española"" 

El entrenador del Albacete Balompié, Rubén Albés, lamentó que le anulasen un gol a su equipo a través del VAR, que suponía en ese momento el empate ante el
JOSE MANUEL GARCIA ALVAREZ"
@JOSEMAN86866232,"Sep 10, 2023","Replying to 
@Wilfredsantoss
 
@Bisueno2
 and 
@TORLA04
Me gusta un entrenador del estilo de Rubén Albes del Albacete
Todo Goles Radio"
@TodoGolesRadio,"Sep 10, 2023","⚽️ El entrenador del Albacete Balompié, Rubén Albés, lamentó que le anulasen un gol a su equipo a través del VAR, que suponía en ese momento el empate ante el Tenerife, y dijo tras el partido que lo sucedido ""hace daño a la liga española"".
Radio MARCA Tenerife"
@RadioMarcaTfe,"Sep 10, 2023","🤐❌ Rubén Albés se muerde la lengua: ""Lo que ha pasado es malo para el fútbol español""

😤 ""No se trata del Albacete, esto es malo para todos""

👨🏻‍⚖️ ""No he hablado con el árbitro. Prefiero no hacerlo"" 

👉🏼 http://radiomarcatenerife.com/?p=165019
GRADA B pro"
@GradaBpro,"Sep 10, 2023","🎙️ Rubén Albes sobre el arbitraje del Tenerife - Albacete: 

▪️Lo que ha pasado hoy hace daño a la liga española. 
▪️Perderemos partidos y estaremos peor que el rival, pero hay cosas que siento que dañan la competición.


El Digital de Albacete"
@ElDigitalAB,"Sep 9, 2023","Albés: ""Lo que los árbitros le han hecho hoy al Albacete hace daño a la Liga española""
#Albacete

https://eldigitaldealbacete.com/2023/09/09/albes-lo-que-los-arbitros-le-han-hecho-hoy-al-albacete-hace-dano-a-la-liga-espanola/
Radio Albacete"
@RadioAlbacete,"Sep 9, 2023","Rubén Albés en rueda de prensa ha sido claro: ""lo ocurrido esta noche hace daño a la Liga española"".
Albacete Balompié 🤍"
@AlbaceteBPSAD,"Sep 9, 2023","Rubén Albés, en rueda de prensa
From albacetebalompie.es
Jorge Bueno"
@jorgebuenolo,"Sep 9, 2023","El Albacete va a perder muy pocos partidos si juegan como hoy. Los de Albés han tenido varias ocasiones muy claras, pero un gran Soriano y la actuación del VAR les han privado de sacar algo más del Heliodoro. 

#TenerifeAlbaceteBP
E."
@Winston58_,"Sep 9, 2023","Replying to 
@Winston58_
El Albacete hoy no tuvo suerte con las decisiones arbitrales, es una obviedad. Pero señor equipazo, cómo juegan. Qué entrenador es Rubén Albes. Pronto tendrá banquillo en Primera.
Adrián Argente"
@khalkrueger,"Sep 9, 2023","Replying to 
@MarioJimenezB_
Retener a Albés y Fuster ha sido el gran éxito del verano para el Albacete. Supongo que lo ha permitido la apuesta de los tres caídos de Primera por la continuidad de sus entrenadores, porque Rubén estaba ya para todo en la categoría.
Mario Jiménez"
@MarioJimenezB_,"Sep 9, 2023","Ganando o perdiendo, jugando fuera o en casa, con mejores o peores arbitrajes…

Qué personalidad demuestra y cuánto fútbol tiene el Albacete de Rubén Albés.
AlbaceteFilia 🧠"
@AlbaceteFilia,"Sep 9, 2023","Los intereses de LALIGA están muy claros en este partido…
Rubén Albés debería sacar al equipo del campo en el descanso, basta ya
José"
@cmjose2018,"Sep 9, 2023","El técnico Rubén Albés ha visitado el Heliodoro en dos ocasiones. En la primera, empató con el Lugo (1-1) y en la segunda cayó como preparador del Albacete. Fue la temporada pasada (1-0) en un partido pasado por una fortísima lluvia que impidió ver todo el partido a la afición."
