Username,Date,Content
@Levante_Al_Dia_,"Oct 4, 2023","#NewProfilePic para tuitear bonito sobre Javier Calleja
AlbaceteFilia 🧠"
@AlbaceteFilia,"Oct 4, 2023","Replying to 
@sercamtor1
 
@aaadriii_UD
 and 2 others
Si tío, como institución el Levante ha sido odioso(tema entradas,play offs y esas cosas), calleja un puto llorón, y los aficionados muy pesados,obviamente si
Mario Lupión"
@MarioLupion,"Oct 4, 2023","Replying to 
@MarioLupion
1. Lo dijo Calleja y lo hace público el Levante en su comunicado oficial: se habla de ""dejar arbitrar a los árbitros"". De que ""prime la interpretación en el campo"", como si fuera una jugada gris. No. Es un fuera de juego, blanco o negro. Imposible que prime la interpretación.
q"
@MarcosS09012316,"Oct 4, 2023","Replying to 
@_CarlosIsaac
 and 
@AlbaceteBPSAD
A por el levante con todo 

@RubenAlbes
 por el mentiroso de Calleja  😡😡😡😡🔪🦇🔪🦇🔪🦇🔪🦇🔪
@MDjetei

@Albertoquiles9

@jmsevilla77

@AlbaceteBPSAD
 

Es algo PERSONAL
SER Deportivos Valen"
@SERDepValencia,"Oct 4, 2023","EN MARCHA 
@SERDepValencia
 con 
@FranGuaitaSER
.

🐸📺LOS LIOS DEL VAR📺🐸
'Al Levante le guindan ayer dos puntos que le pueden hacer mucha falta en mayo/junio. No hay ninguna imagen que pruebe que hay fuera de juego'

🔊CALLEJA NO SE CALLÓ

🐦DIRECTO EN X👇

SER Deportivos Valen
@SERDepValencia
SER Deportivos Valencia (04/10/2023)
Jose Auñon 🧠 🦇"
@Jose14abpie,"Oct 4, 2023","Replying to 
@IniestaDFeria
Al levante si le hacía falta, llegaron muy tocados por no ascender directos y esto los ultra motivó. Calleja fue listo y se aprovechó de una cosa que no era real.
Eric Martín Gasulla"
@Eric18Martin,"Oct 4, 2023","⚠️ INDIGNACIÓN MÁXIMA EN EL LEVANTE UD CON LA ACTUACIÓN ARBITRAL:
https://mundolevanteud.com/2023/10/indignacion-maxima-levante-ud-con-actuacion-arbitral.html


Desde el gol (anulado) de Bouldini hasta ahora, han habido quejas públicas. Tanto el club como Javi Calleja y dos de los capitanes no quedaron en silencio

Todas sus declaraciones🐸👇


El Castigador"
@ElCasti47030763,"Oct 4, 2023","Replying to 
@themoderndandy
Jajajajaja, pocos entrenadores más cretinos y mentirosos que Calleja hay en esta categoría, pero que si entrenase al Alcorcón y hubiese hecho lo mismo sería igual de cretino y mentiroso, poco o nada tiene que ver aquí el Levante.


1909LEVANTE"
@1levante,"Oct 4, 2023","Replying to 
@soleroltra
 and 
@CarlosAyats
Primera parte tirada a la basura como muchas otras con Calleja
q"
@MarcosS09012316,"Oct 4, 2023","Dejarán los árbitros que el 
@AlbaceteBPSAD
 adelante en la clasificación al Levante?

El viernes la respuesta. 

En el Belmonte ante 13 mil personas espero que se corten más los hijos de su madre.

A por ellos 🔪🦇🔪🦇🔪🦇🔪🦇🔪🦇🔪🦇 

Y a por Javi Calleja que nadie olvide!!!
Show more
Ismael Cerveró"
@CerveroIsmael,"Oct 4, 2023","Replying to 
@AlejandroMiquel
El excelente linier, que ha cubierto el ataque del Levante, repito EXCELENTE. Ha salido como un loco al medio campo, porque ha visto gol. El árbitro, lo mismo.
La misma fe, en Calleja, y nos reiríamos de la jugada. Pero con cagaos, ni a la vuelta de la esquina.
1909LEVANTE"
@1levante,"Oct 3, 2023","Replying to 
@Palcovid
Pase horizontal y más pase horizontal y vuelta a empezar así juega Calleja
Levante Unión Depresiva (el/javi)"
@eljavigranota,"Oct 3, 2023","Muy bonito lo de Calleja diciendo las cosas como son con el arbitraje y todo, pero es impresentable que no hayamos hecho nada durante la primera mitad. Que la polémica del arbitraje no nos ciegue.
ElDesmarque Levante"
@ElDesmarque_LUD,"Oct 3, 2023","Calleja: ""Nos están perjudicando mucho algunas decisiones, es surrealista""


Levante fumar"
@levantefumxr,"Oct 3, 2023","El levante es esto con calleja gente esperar el gol de rival y ya actuar.
Mario Jiménez"
@MarioJimenezB_,"Oct 3, 2023","Mucho más abierto el 2T que el 1T en el Ciutat. Ritmo y ocasiones, sobre todo para el Levante, que ha echado atrás al Villarreal B en los últimos 20’. Claves los cambios de Calleja: asistencia de Brugué y gol de Fabricio. Por cierto, hay que acelerar y mejorar el VAR.
Eric Martín Gasulla"
@Eric18Martin,"Oct 3, 2023","Levante 1-1 Villarreal B. FINAL

Vienen a tu casa, se cachondean en tu cara y como si no pasara nada. VERGÜENZA ARBITRAL

Eso no quita del mal partido, al menos 1ª parte. Espero que Javi Calleja (mínimo) esté a la altura de Luis García Plaza y no calle.
Miguel Martínez"
