Username,Date,Content
@killer_asturias,Sep 1,"🔵 El objetivo del Oviedo se queda a medio camino

🤔 Javi Calleja deberá buscar soluciones
killerasturias.com
El objetivo del Oviedo se queda a medio camino | Killer Asturias
Fueron quince minutos buenos y poco más. Esa es la conclusión que deja el partido del Real Oviedo ante el Racing de Santander. Javi Calleja optó por revolucionar el once y salió al verde con una...
Alfredo Cachero"
@AlfredoCachero,Sep 1,"Replying to 
@NachoAzparren
No tengo pruebas pero tampoco dudas que a Borja le va a ir mejor en Burgos que a Calleja en Oviedo.
Cuenta cerrada."
@JAntoni72684426,Sep 1,"Mendigos ( escogieron al Mariachi equivocado) ahora lloran.  Los "" nancys de Gijón 🙋🏻‍♂️ "" le estarán preparando una al bueno de Hassan ( Si yo fuera Calleja , sólo lo sacaría los últimos 10/15 minutos en este partido. Es mi opinión).
Quote
Nacho ""Tribu"""
@NchCid,Sep 1,"SEᗰᗩᑎᗩ ᗪE ᗪEᖇᗷI
ᑕOᒍOᑎES ᑕOᑎTᖇᗩ ᗰIᒪᒪOᑎES
GIᒍóᑎ O ᗷᗩᖇᗷᗩᖇIE
❤️🤍
0:03 / 0:06
👕💢Armaduras Racinguistas💢👕"
@ArmadurasRacing,Sep 1,"Replying to 
@nosty79
 and 
@Fat_Cantabria
¿En serio pensábais en Oviedo que el Racing ganaba allí? Joe pues sí que dudáis de calleja. Daos tiempo que aún es la jornada 3 y esto es larguísimo.
Antoniocabeza"
@AntonioCabeza4,Sep 1,"Replying to 
@PedroGLuna
También creo que los perfiles que ha traído el Sporting son muy coherentes con lo que propone su entrenador, con lo cual encajar las piezas no debería llevar demasiado tiempo. Calleja dice que le han traído lo que ha pedido, pero viendo jugar al Oviedo no sé si responde a ello.
Chino Oviedo"
@FdezArguelles,Sep 1,"Replying to 
@RealOviedo
Queda una semana para destituir a calleja?
Chino Oviedo"
@FdezArguelles,Sep 1,"Replying to 
@RealOviedo
Hola septiembre, adios calleja
Diario Oviedista"
@DiariOVD,Sep 1,"Un problema y un reto para Calleja: el análisis de la situación del Oviedo en la semana del derbi  https://lne.es/real-oviedo/2024/09/01/problema-reto-calleja-analisis-situacion-107598861.html?utm_source=twitter&utm_medium=social&utm_campaign=btn-share a través de 
@lanuevaespana
lne.es
Un problema y un reto para Calleja: el análisis de la situación del Oviedo en la semana del derbi
El cambio de propuesta respecto a las dos primeras jornadas de Liga naufragó ante el Racing
💙"
@GxldeBretones,Sep 1,"Si el Oviedo pierde el derbi Calleja será cesado
Xuan Cándano"
