Username,Date,Content
@EduEM_,"Sep 23, 2023","""El Levante de Calleja llegando al primer entrenamiento el Lunes después de la humillación que nos dio el Espanyol con el 1-4""
0:00 / 0:29
Vivencias granotas"
@VGranotas,"Sep 23, 2023","Replying to 
@VGranotas
3️⃣ Partido bonito 

⚽️El Eldense demostró ser un gran rival a nivel ofensivo 

♻️Llegó a superar por completo a los granotas, obligando a Calleja a introducir a Kocho y Algobia 

🧱Aún asi, el Levante demostró, por fín, seguridad atrás
Alberto Sendin"
@alberto_sendin,"Sep 23, 2023","Levante 2 Eldense 0, buen psrtido, en general, Fabricio tiene buena definición y velocidad, Dani Gómez no aporta nada, va muerto por el campo, algún desajuste defensa, Hoy Calleja acertado en los cambios, Eldense buen equipo mejor no baja.
Marc Escribano"
@marcescribano99,"Sep 23, 2023","Javi Calleja, contento con el triunfo y con la imagen mostrada por el Levante ante el Eldense.  Elogios para Fabrício, Bouldini, Álex Muñoz, y cómo no, para Pablo Martínez.
lasprovincias.es
Calleja: «Lo mejor ha sido la conexión con la afición» | Las Provincias
El técnico del Levante valoró la victoria ante el Eldense y alabó el partido de Bouldini, Álex Muñoz y Fabrício
ElDesmarque Levante"
@ElDesmarque_LUD,"Sep 23, 2023","Calleja: ""Estoy muy contento por cómo evoluciona el equipo""


Mario Jiménez"
@MarioJimenezB_,"Sep 23, 2023","Me está gustando Fabricio, estirando al Levante con sus arrancadas, aguantando la pelota y echando atrás al Eldense, que sufre con la velocidad del delantero a la espalda. Oro cada acción suya para los de Calleja, que no acaban de estar cómodos en estos minutos."
