Username,Date,Content
@unaisnxzz,"Oct 10, 2023","Replying to 
@unaisnxzz
Visitas al Valladolid. Equipo que viene de 4 victorias consecutivas. 
Lisci, vuelve a apostar por el 5-3-2 y por un nuevo cambio en la portería. Vuelve Ramón JR.
Primera parte, el Mirandés bien plantado no dejando combinar al Pucela por dentro, obligándole a jugar por fuera.

👇🏻
Eric Álvarez"
@Ericlvarez16,"Oct 8, 2023","Replying to 
@AlexandrePiris
Y sería muy importante sacar esos 3 puntos, porque después tienes que ir a Tenerife y Andorra, luego recibir al Mirandés de Lisci que ojito (1-2 aquí el año pasado siendo peor equipo que ahora) e ir a Butarque contra un Leganés en racha
BURGOSconecta"
@burgosconecta,"Oct 8, 2023","Lisci, entrenador del #Mirandés: «Hemos tirado los tres puntos» http://leer.burgosconecta.es/hp0ch2
ASenCyL"
@ASenCyL,"Oct 8, 2023","Lisci, entrenador de #Mirandés, tras la derrota ante el #Pucela: “Hemos tirado los tres puntos” #ASCyL por 
@GussConde
  
https://as.com/futbol/segunda/lisci-tras-la-derrota-hemos-tirado-los-tres-puntos-n/?ssm=TW_CC
 a través de 
@diarioas
From as.com
Mario Jiménez"
@MarioJimenezB_,"Oct 8, 2023","Me está gustando el Mirandés sin balón, muy ordenado y ancho en bloque medio/bajo, con cinco atrás y Sanz por delante de Reina y Tomeo. Al Pucela le falta ritmo con pelota, le está costando mucho abrirle. Versión muy competitiva de los de Lisci en el 1T, más aún por cómo venían."
