Username,Date,Content
@LaLigaData123,"Aug 27, 2023","Cartagena 0-1 Levante UD
La Liga Hypermotion J3 (2a div)
Final en Cartagonova, victoria del equipo de Javier Calleja.
⚽Giorgi Kochorashvili (25') 0-1.
El equipo de Víctor Sánchez del Amo ha sumado 0/9.
Levante TV"
@Levante_TV,"Aug 26, 2023","🐸 
@LevanteUD
 | Andrés García se gana a Javi Calleja 

 📺+Info #AbalónParado #CVEDesports 
@juanmaromerodm
 
@superdeporte_es
From superdeporte.es
Francisco Segura"
@Fran700001905,"Aug 26, 2023","@javiercalleja_
  sr Calleja no estoy nada de acuerdo con su RDP de ayer tras el partido. Si su equipo no se llamase Levante su equipo no se hubiese llevado los tres puntos. Y usted lo sabe igual q yo. SALUDOS.
#Deivid#"
@Palcovid,"Aug 26, 2023","Replying to 
@Levante_Al_Dia_
Y en otro remate muy al final del añadido que ese balón es suyo y recula hasta meterse dentro de la portería.
Calleja tiene un marrón.
Claro, esperará al fallo con repercusión pero ayer ya falla varias veces y con este equipo abp las carencias por arriba van a ser alarmantes.
Levante Al Día 🇱🇮"
@Levante_Al_Dia_,"Aug 26, 2023","Replying to 
@Palcovid
Ayer en el gol que les anulan Femenías podría haber salido perfectamente.
A mí me gustaría ir viendo a Andrés Fernández básicamente porque es mejor portero, pero no sé si Calleja no se va a atrever a ponerlo hasta que Femenías falle dos partidos seguidos
Eric Martín Gasulla"
@Eric18Martin,"Aug 26, 2023","Replying to 
@Eric18Martin
'CARTAGONOVA SIGUE SIENDO REINO GRANOTA':
https://mundolevanteud.com/2023/08/cartagonova-sigue-siendo-reino-granota.html


""Tres de tres en Cartagonova. En un estadio talismán por excelencia para el Levante, los de Javi Calleja lograron imponer su autoridad"". 

El relato del partido #CartagenaLevante 🐸👇🏻
mundolevanteud.com
Cartagonova sigue siendo reino granota
Un gol de Kocho permite al Levante UD sumar tres puntos en el estadio del FC Cartagena y situarse como líder provisional de LaLiga Hypermotion (0-1)
Sportcartagena"
@sportcartagena,"Aug 26, 2023","Javi Calleja: ""El Levante ha sido superior, ha sido mejor y ha sido justo merecedor de esta victoria""


cartagonova 22🇪🇦"
@Viking_Frodo197,"Aug 25, 2023","Replying to 
@Nortes_Fran
 and 
@FCCartagena_efs
Injusto? No se lo que has visto tu yo he visto un equipo con mos corazón que cabeza un levante que sea metido atrás porque calleja es un cagon el equipo sigue siendo un equipo sin sistema unos jugadores que luchan pero no saben lo que quiere su entrenador
Levante Unión Depresiva (el/javi)"
@eljavigranota,"Aug 25, 2023","Replying to 
@granotil_
Mientras siga Calleja nos va a tocar todos los partidos con una mano en el corazón y la otra en el ano. Es terrible lo lamentable de su planteamiento.
Levante UD. Nostresport"
@LevanteudN,"Aug 25, 2023","En breve dará comienzo la rueda de prensa de Javi Calleja después de la victoria en Cartagena

Síguela por este canal
Mundo Levante UD"
@MundoLevanteUD,"Aug 25, 2023","FINAL: FC Cartagena 0-1 Levante UD

⚽️ 
@GKochorashvili
 

¡VICTORIA DEL 
@LevanteUD
! El equipo de Javi Calleja vuelve a conquistar el estadio de Cartagonova y obtiene un 7/9 en el inicio de temporada.

#CartagenaLevante #OrgullGranota 🐸
Levante Unión Depresiva (el/javi)"
@eljavigranota,"Aug 25, 2023","Replying to 
@Palcovid
El milagro: largar a Calleja"
